iter	Passed	Remaining
261	602	1697
262	604	1694
263	606	1690
264	608	1686
265	609	1682
266	611	1677
267	612	1673
268	614	1668
269	615	1664
270	617	1659
271	619	1656
272	620	1653
273	622	1650
274	624	1645
275	625	1641
276	627	1637
277	628	1633
278	630	1628
279	631	1624
280	633	1621
281	635	1617
282	636	1613
283	638	1608
284	639	1604
285	641	1601
286	643	1597
287	644	1593
288	645	1589
289	647	1585
290	649	1582
291	651	1579
292	652	1575
293	654	1571
294	656	1568
295	657	1564
296	659	1560
297	660	1556
298	662	1552
299	664	1549
300	666	1547
301	667	1543
302	669	1539
303	671	1536
304	672	1533
305	674	1529
306	675	1525
307	677	1523
308	679	1520
309	681	1516
310	683	1513
311	684	1509
312	686	1506
313	687	1502
314	689	1499
315	691	1495
316	693	1494
317	695	1490
318	697	1488
319	698	1484
320	700	1481
321	701	1477
322	703	1473
323	704	1470
324	706	1466
325	708	1465
326	710	1462
327	712	1459
328	713	1455
329	715	1451
330	716	1448
331	718	1445
332	719	1441
333	721	1438
334	723	1436
335	725	1432
336	726	1429
337	728	1426
338	729	1423
339	731	1419
340	732	1415
341	734	1412
342	735	1409
343	738	1408
344	740	1406
345	743	1404
346	744	1400
347	745	1397
348	747	1394
349	749	1391
350	750	1387
351	752	1385
352	754	1382
353	755	1378
354	757	1375
355	758	1372
356	760	1369
357	761	1366
358	763	1362
359	764	1358
360	765	1355
361	767	1352
362	769	1349
363	770	1346
364	772	1343
365	773	1339
366	774	1336
367	776	1333
368	777	1329
369	778	1325
370	780	1322
371	781	1319
372	783	1316
373	784	1313
374	786	1310
375	787	1307
376	788	1303
377	790	1300
378	791	1296
379	792	1293
380	794	1290
381	795	1286
382	796	1283
383	798	1280
384	799	1277
385	801	1274
386	802	1271
387	803	1268
388	805	1264
389	806	1261
390	807	1258
391	809	1254
392	810	1251
393	812	1249
394	814	1246
395	815	1244
396	817	1241
397	819	1238
398	820	1236
399	822	1233
400	823	1230
401	825	1228
402	827	1225
403	829	1223
404	830	1220
405	832	1217
406	833	1215
407	835	1212
408	837	1209
409	838	1206
410	839	1203
411	841	1200
412	843	1198
413	844	1195
414	846	1193
415	847	1190
416	849	1187
417	850	1184
418	852	1181
419	853	1179
420	855	1177
421	857	1174
422	859	1171
423	860	1169
424	862	1166
425	864	1164
426	865	1161
427	867	1158
428	868	1156
429	870	1154
430	872	1152
431	874	1149
432	876	1148
433	878	1145
434	879	1142
435	880	1139
436	882	1136
437	883	1134
438	885	1131
439	887	1129
440	889	1126
441	890	1124
442	891	1121
443	893	1118
444	894	1115
445	895	1112
446	897	1109
447	898	1107
448	900	1104
449	901	1102
450	903	1099
451	904	1097
452	906	1094
453	907	1091
454	908	1088
455	910	1085
456	911	1083
457	912	1080
458	914	1077
459	915	1074
460	917	1072
461	919	1070
462	920	1067
463	921	1064
464	923	1062
465	924	1059
466	925	1056
467	927	1053
468	928	1051
469	929	1048
470	931	1046
471	933	1044
472	934	1041
473	936	1038
474	937	1035
475	938	1033
476	939	1030
477	941	1027
478	942	1025
479	943	1022
480	945	1019
481	946	1017
482	948	1014
483	949	1012
484	951	1010
485	952	1007
486	954	1005
487	955	1002
488	957	1000
489	958	997
490	960	995
491	961	993
492	963	990
493	964	988
494	966	985
495	967	983
496	968	980
497	970	978
498	971	975
499	973	973
500	974	970
501	976	968
502	978	966
503	979	964
504	981	961
505	982	959
506	984	957
507	985	954
508	987	952
509	988	949
510	990	947
511	992	945
512	994	943
513	995	941
514	997	939
515	998	936
516	999	934
517	1001	931
518	1002	929
519	1004	927
520	1006	925
521	1008	923
522	1009	921
523	1011	919
524	1013	916
525	1015	914
526	1016	912
527	1017	910
528	1019	908
529	1021	906
530	1023	903
531	1024	901
532	1026	899
533	1027	896
534	1029	894
535	1030	892
536	1032	889
537	1033	887
538	1035	885
539	1037	883
540	1038	881
541	1040	879
542	1041	876
543	1043	874
544	1044	872
545	1046	869
546	1047	867
547	1049	865
548	1051	863
549	1053	861
550	1054	859
551	1056	857
552	1057	854
553	1059	852
554	1060	850
555	1061	848
556	1063	845
557	1065	843
558	1066	841
559	1068	839
560	1069	837
561	1071	834
562	1072	832
563	1074	830
564	1075	828
565	1076	825
566	1078	823
567	1080	821
568	1082	819
569	1083	817
570	1085	815
571	1086	812
572	1087	810
573	1089	808
574	1090	806
575	1092	804
576	1093	801
577	1095	799
578	1097	797
579	1098	795
580	1099	793
581	1101	790
582	1102	788
583	1103	786
584	1105	784
585	1106	781
586	1107	779
587	1109	777
588	1111	775
589	1112	772
590	1113	770
591	1115	768
592	1116	766
593	1117	764
594	1119	761
595	1120	759
596	1121	757
597	1123	755
598	1125	753
599	1127	751
600	1129	749
601	1130	747
602	1131	745
603	1133	742
604	1134	740
605	1135	738
606	1136	736
607	1138	734
608	1140	732
609	1141	730
610	1143	727
611	1144	725
612	1145	723
613	1147	721
614	1148	718
615	1149	716
616	1151	714
617	1152	712
618	1153	710
619	1155	708
620	1157	706
621	1158	704
622	1160	702
623	1162	700
624	1163	698
625	1164	695
626	1166	693
627	1167	691
628	1169	689
629	1170	687
630	1172	685
631	1173	683
632	1175	681
633	1176	679
634	1177	677
635	1179	674
636	1180	672
637	1182	670
638	1183	668
639	1185	666
640	1187	664
641	1188	662
642	1189	660
643	1190	658
644	1192	656
645	1193	654
646	1194	651
647	1196	649
648	1197	647
649	1199	646
650	1201	644
651	1203	642
652	1204	640
653	1205	638
654	1207	635
655	1208	633
656	1209	631
657	1210	629
658	1212	627
659	1213	625
660	1215	623
661	1217	621
662	1218	619
663	1220	617
664	1221	615
665	1222	613
666	1224	611
667	1225	609
668	1226	606
669	1228	605
670	1230	603
671	1231	601
672	1233	599
673	1234	597
674	1236	595
675	1237	593
676	1238	591
677	1240	589
678	1241	587
679	1243	585
680	1245	583
681	1246	581
682	1248	579
683	1249	577
684	1251	575
685	1252	573
686	1254	571
687	1255	569
688	1257	567
689	1259	565
690	1260	563
691	1262	561
692	1263	559
693	1265	557
694	1266	555
695	1268	553
696	1269	551
697	1271	550
698	1273	548
699	1274	546
700	1276	544
701	1278	542
702	1279	540
703	1281	538
704	1282	536
705	1284	534
706	1285	532
707	1286	530
708	1288	528
709	1290	527
710	1292	525
711	1294	523
712	1295	521
713	1296	519
714	1298	517
715	1299	515
716	1300	513
717	1302	511
718	1304	509
719	1305	507
720	1307	505
721	1308	503
722	1309	501
723	1311	499
724	1312	497
725	1313	495
726	1314	493
727	1316	491
728	1317	489
729	1319	488
730	1321	486
731	1322	484
732	1324	482
733	1325	480
734	1327	478
735	1328	476
736	1329	474
737	1331	472
738	1332	470
739	1334	468
740	1335	466
741	1337	464
742	1338	463
743	1340	461
744	1341	459
745	1343	457
746	1345	455
747	1347	453
748	1349	452
749	1351	450
750	1352	448
751	1354	446
752	1355	444
753	1357	442
754	1359	441
755	1360	439
756	1362	437
757	1364	435
758	1365	433
759	1367	431
760	1368	429
761	1369	427
762	1371	425
763	1372	423
764	1373	422
765	1375	420
766	1376	418
767	1378	416
768	1380	414
769	1381	412
770	1383	410
771	1384	408
772	1386	407
773	1387	405
774	1389	403
775	1390	401
776	1392	399
777	1394	397
778	1396	396
779	1398	394
780	1399	392
781	1401	390
782	1402	388
783	1404	386
784	1405	385
785	1407	383
786	1409	381
787	1411	379
788	1413	377
789	1414	376
790	1416	374
791	1417	372
792	1419	370
793	1420	368
794	1422	366
795	1424	364
796	1425	363
797	1427	361
798	1428	359
799	1430	357
800	1431	355
801	1433	353
802	1435	352
803	1436	350
804	1438	348
805	1440	346
806	1441	344
807	1443	343
808	1444	341
809	1446	339
810	1447	337
811	1448	335
812	1450	333
813	1451	331
814	1453	329
815	1455	328
816	1456	326
817	1458	324
818	1459	322
819	1460	320
820	1461	318
821	1463	316
822	1464	315
823	1465	313
824	1467	311
825	1469	309
826	1471	307
827	1472	305
828	1473	304
829	1475	302
830	1476	300
831	1477	298
832	1478	296
833	1480	294
834	1481	292
835	1483	290
836	1484	289
837	1486	287
838	1487	285
839	1489	283
840	1490	281
841	1492	280
842	1493	278
843	1495	276
844	1496	274
845	1498	272
846	1500	271
847	1502	269
848	1504	267
849	1505	265
850	1507	263
851	1508	262
852	1510	260
853	1511	258
854	1513	256
855	1514	254
856	1516	253
857	1517	251
858	1519	249
859	1520	247
860	1522	245
861	1523	243
862	1524	242
863	1525	240
864	1527	238
865	1529	236
866	1530	234
867	1532	233
868	1534	231
869	1535	229
870	1536	227
871	1538	225
872	1539	223
873	1541	222
874	1542	220
875	1544	218
876	1546	216
877	1547	215
878	1549	213
879	1550	211
880	1551	209
881	1553	207
882	1554	205
883	1556	204
884	1558	202
885	1559	200
886	1561	198
887	1562	197
888	1564	195
889	1566	193
890	1568	191
891	1569	190
892	1571	188
893	1573	186
894	1574	184
895	1576	182
896	1577	181
897	1579	179
898	1580	177
899	1581	175
900	1582	173
901	1584	172
902	1585	170
903	1587	168
904	1589	166
905	1590	165
906	1592	163
907	1593	161
908	1594	159
909	1596	157
910	1597	156
911	1598	154
912	1600	152
913	1601	150
914	1603	148
915	1605	147
916	1606	145
917	1608	143
918	1609	141
919	1611	140
920	1612	138
921	1614	136
922	1616	134
923	1618	133
924	1620	131
925	1621	129
926	1623	127
927	1624	126
928	1626	124
929	1628	122
930	1629	120
931	1632	119
932	1633	117
933	1635	115
934	1637	113
935	1638	112
936	1640	110
937	1642	108
938	1643	106
939	1645	105
940	1647	103
941	1649	101
942	1650	99
943	1652	98
944	1655	96
945	1656	94
946	1658	92
947	1659	91
948	1661	89
949	1663	87
950	1665	85
951	1667	84
952	1668	82
953	1670	80
954	1671	78
955	1673	77
956	1675	75
957	1676	73
958	1679	71
959	1680	70
960	1682	68
961	1683	66
962	1685	64
963	1686	62
964	1688	61
965	1690	59
966	1692	57
967	1693	55
968	1695	54
969	1696	52
970	1698	50
971	1699	48
972	1701	47
973	1702	45
974	1704	43
975	1706	41
976	1708	40
977	1710	38
978	1711	36
979	1713	34
980	1715	33
981	1716	31
982	1718	29
983	1720	27
984	1722	26
985	1723	24
986	1725	22
987	1726	20
988	1728	19
989	1730	17
990	1731	15
991	1733	13
992	1735	12
993	1737	10
994	1738	8
995	1740	6
996	1741	5
997	1743	3
998	1745	1
999	1747	0
